,,Title,,Year,Rating,,,Available On,,
48,,How to Train Your Dragon 2,,2014,7+,7.8/10,79/100,+ Rent or Buy,,Want To SeeSeen
49,,The Hunger Games: Mockingjay - Part 2,,2015,13+,6.6/10,74/100,+ Rent or Buy,,Want To SeeSeen
0,,The Croods,,2013,7+,7.2/10,76/100,+ Rent or Buy,,Want To SeeSeen
1,,Ad Astra,,2019,13+,6.5/10,72/100,+ Rent or Buy,,Want To SeeSeen
2,,The Informer,,2019,18+,6.6/10,69/100,+ Rent or Buy,,Want To SeeSeen
3,,The Belko Experiment,,2016,18+,6.1/10,70/100,+ Rent or Buy,,Want To SeeSeen
4,,Geostorm,,2017,13+,5.3/10,68/100,+ Rent or Buy,,Want To SeeSeen
5,,Gifted,,2017,13+,7.6/10,74/100,Rent or Buy,,Want To SeeSeen
6,,Chemical Hearts,,2020,18+,6.3/10,63/100,,,Want To SeeSeen
7,,Real Steel,,2011,13+,7.0/10,76/100,+ Rent or Buy,,Want To SeeSeen
8,,Drive,,2019,13+,3.5/10,48/100,,,Want To SeeSeen
9,,Disobedience,,2017,18+,6.6/10,68/100,+ Rent or Buy,,Want To SeeSeen
10,,Weathering with You,,2019,13+,7.5/10,71/100,+ Rent or Buy,,Want To SeeSeen
11,,Django Unchained,,2012,18+,8.4/10,85/100,+ Rent or Buy,,Want To SeeSeen
12,,Dora and the Lost City of Gold,,2019,7+,6.1/10,66/100,+ Rent or Buy,,Want To SeeSeen
13,,Creed,,2015,13+,7.6/10,78/100,+ Rent or Buy,,Want To SeeSeen
14,,Vice,,2018,18+,7.2/10,74/100,+ Rent or Buy,,Want To SeeSeen
15,,Project X,,2012,18+,6.6/10,74/100,+ Rent or Buy,,Want To SeeSeen
16,,Suspiria,,2018,18+,6.7/10,70/100,+ Rent or Buy,,Want To SeeSeen
17,,Trumbo,,2015,18+,7.5/10,74/100,+ Rent or Buy,,Want To SeeSeen
18,,Warrior,,2011,13+,8.1/10,81/100,+ Rent or Buy,,Want To SeeSeen
19,,Justice Society: World War II,,2021,13+,6.4/10,66/100,Rent or Buy,,Want To SeeSeen
20,,To All the Boys: P.S. I Still Love You,,2020,16+,6.0/10,65/100,,,Want To SeeSeen
21,,The Hobbit: The Desolation of Smaug,,2013,13+,7.8/10,81/100,+ Rent or Buy,,Want To SeeSeen
22,,Leave No Trace,,2018,7+,7.2/10,74/100,+ Rent or Buy,,Want To SeeSeen
23,,Host,,2020,16+,6.5/10,71/100,+ Rent or Buy,,Want To SeeSeen
24,,Moonlight,,2016,18+,7.4/10,78/100,+ Rent or Buy,,Want To SeeSeen
25,,The Disaster Artist,,2017,18+,7.4/10,75/100,+ Rent or Buy,,Want To SeeSeen
26,,Land,,2021,13+,6.6/10,64/100,Rent or Buy,,Want To SeeSeen
27,,Antebellum,,2020,18+,5.7/10,65/100,+ Rent or Buy,,Want To SeeSeen
28,,Death of Me,,2020,18+,4.4/10,57/100,+ Rent or Buy,,Want To SeeSeen
29,,Lion,,2016,13+,8.0/10,80/100,+ Rent or Buy,,Want To SeeSeen
30,,The Hustle,,2019,13+,5.4/10,66/100,+ Rent or Buy,,Want To SeeSeen
31,,On Body and Soul,,2017,N/A,7.6/10,85/100,,,Want To SeeSeen
32,,Richard Jewell,,2019,18+,7.5/10,72/100,+ Rent or Buy,,Want To SeeSeen
33,,Tag,,2018,18+,6.5/10,72/100,+ Rent or Buy,,Want To SeeSeen
34,,Gully Boy,,2019,N/A,8.0/10,87/100,,,Want To SeeSeen
35,,Central Intelligence,,2016,13+,6.3/10,72/100,+ Rent or Buy,,Want To SeeSeen
36,,Honey Boy,,2019,18+,7.3/10,86/100,,,Want To SeeSeen
37,,On the Rocks,,2020,18+,6.5/10,77/100,,,Want To SeeSeen
38,,The Last: Naruto the Movie,,2014,13+,7.6/10,70/100,+ Rent or Buy,,Want To SeeSeen
39,,A Silent Voice: The Movie,,2016,13+,8.2/10,75/100,+ Rent or Buy,,Want To SeeSeen
40,,Nymphomaniac: Vol. II,,2013,18+,6.7/10,72/100,+ Rent or Buy,,Want To SeeSeen
41,,Ammonite,,2020,18+,6.5/10,66/100,+ Rent or Buy,,Want To SeeSeen
42,,The Quake,,2018,13+,6.2/10,63/100,+ Rent or Buy,,Want To SeeSeen
43,,It Comes at Night,,2017,18+,6.2/10,69/100,+ Rent or Buy,,Want To SeeSeen
44,,Annabelle,,2014,18+,5.4/10,67/100,Rent or Buy,,Want To SeeSeen
45,,The Blackout,,2019,18+,6.1/10,63/100,+ Rent or Buy,,Want To SeeSeen
46,,Colossal,,2017,18+,6.2/10,69/100,+ Rent or Buy,,Want To SeeSeen
47,,The Theory of Everything,,2014,13+,7.7/10,80/100,+ Rent or Buy,,Want To SeeSeen
48,,Scary Stories to Tell in the Dark,,2019,13+,6.2/10,68/100,+ Rent or Buy,,Want To SeeSeen
49,,The Personal History of David Copperfield,,2019,7+,6.4/10,71/100,+ Rent or Buy,,Want To SeeSeen
0,,Ludo,,2020,13+,7.6/10,71/100,,,Want To SeeSeen
1,,Fifty Shades Freed,,2018,18+,4.5/10,62/100,Rent or Buy,,Want To SeeSeen
2,,The Curse of La Llorona,,2019,18+,5.3/10,63/100,+ Rent or Buy,,Want To SeeSeen
3,,Isle of Dogs,,2018,13+,7.9/10,77/100,+ Rent or Buy,,Want To SeeSeen
4,,Paranormal Activity,,2014,18+,6.3/10,69/100,+ Rent or Buy,,Want To SeeSeen
5,,The Zookeeper's Wife,,2017,13+,7.0/10,71/100,+ Rent or Buy,,Want To SeeSeen
6,,American Hustle,,2013,18+,7.2/10,76/100,+ Rent or Buy,,Want To SeeSeen
7,,"Love, Rosie",,2014,18+,7.2/10,74/100,+ Rent or Buy,,Want To SeeSeen
8,,The Help,,2011,13+,8.0/10,81/100,+ Rent or Buy,,Want To SeeSeen
9,,"Crazy, Stupid, Love.",,2011,13+,7.4/10,79/100,+ Rent or Buy,,Want To SeeSeen
10,,Spies in Disguise,,2019,7+,6.8/10,70/100,+ Rent or Buy,,Want To SeeSeen
11,,Moonrise Kingdom,,2012,13+,7.8/10,80/100,+ Rent or Buy,,Want To SeeSeen
12,,Monsters University,,2013,all,7.2/10,77/100,+ Rent or Buy,,Want To SeeSeen
13,,Inglourious Basterds,,2009,18+,8.3/10,84/100,+ Rent or Buy,,Want To SeeSeen
14,,Zombieland,,2009,18+,7.6/10,82/100,+ Rent or Buy,,Want To SeeSeen
15,,Sleepless,,2017,18+,5.6/10,67/100,+ Rent or Buy,,Want To SeeSeen
16,,In Time,,2011,13+,6.7/10,76/100,+ Rent or Buy,,Want To SeeSeen
17,,Line of Duty,,2019,18+,5.3/10,61/100,+ Rent or Buy,,Want To SeeSeen
18,,Wrong Turn,,2021,18+,5.4/10,63/100,Rent or Buy,,Want To SeeSeen
19,,Mission: Impossible - Rogue Nation,,2015,13+,7.4/10,76/100,Rent or Buy,,Want To SeeSeen
20,,The Amazing Spider-Man,,2012,13+,6.9/10,76/100,+ Rent or Buy,,Want To SeeSeen
21,,The War with Grandpa,,2020,7+,5.6/10,63/100,Rent or Buy,,Want To SeeSeen
22,,We're the Millers,,2013,18+,7.0/10,75/100,Rent or Buy,,Want To SeeSeen
23,,Hotel Mumbai,,2019,18+,7.6/10,73/100,+ Rent or Buy,,Want To SeeSeen
24,,The Meg,,2018,13+,5.6/10,69/100,Rent or Buy,,Want To SeeSeen
25,,Kick-Ass 2,,2013,18+,6.5/10,72/100,+ Rent or Buy,,Want To SeeSeen
26,,Animal World,,2018,18+,6.5/10,60/100,+ Rent or Buy,,Want To SeeSeen
27,,Insurgent,,2015,13+,6.2/10,72/100,+ Rent or Buy,,Want To SeeSeen
28,,Independence Day: Resurgence,,2016,13+,5.2/10,66/100,+ Rent or Buy,,Want To SeeSeen
29,,Star Wars Biomes,,2021,N/A,7.0/10,57/100,,,Want To SeeSeen
30,,Legend,,2015,18+,6.9/10,73/100,+ Rent or Buy,,Want To SeeSeen
31,,American Sniper,,2014,18+,7.3/10,77/100,+ Rent or Buy,,Want To SeeSeen
32,,The Guernsey Literary & Potato Peel Pie Society,,2018,16+,7.4/10,84/100,,,Want To SeeSeen
33,,Widows,,2018,18+,6.9/10,70/100,Rent or Buy,,Want To SeeSeen
34,,Fury,,2014,18+,7.5/10,78/100,Rent or Buy,,Want To SeeSeen
35,,Shot Caller,,2017,18+,7.3/10,72/100,+ Rent or Buy,,Want To SeeSeen
36,,Possessor Uncut,,2020,18+,6.5/10,68/100,+ Rent or Buy,,Want To SeeSeen
37,,The Social Network,,2010,13+,7.7/10,81/100,+ Rent or Buy,,Want To SeeSeen
38,,22 July,,2018,18+,6.8/10,80/100,,,Want To SeeSeen
39,,Crazy About Her,,2021,18+,6.6/10,59/100,,,Want To SeeSeen
40,,"Quo vadis, Aida?",,2021,N/A,7.8/10,70/100,+ Rent or Buy,,Want To SeeSeen
41,,Fantasy Island,,2020,13+,4.9/10,63/100,+ Rent or Buy,,Want To SeeSeen
42,,Instant Family,,2018,13+,7.3/10,76/100,+ Rent or Buy,,Want To SeeSeen
43,,99 Songs,,2021,N/A,7.7/10,59/100,,,Want To SeeSeen
44,,2067,,2020,16+,4.9/10,61/100,+ Rent or Buy,,Want To SeeSeen
45,,Tangled,,2010,7+,7.7/10,79/100,+ Rent or Buy,,Want To SeeSeen
46,,Self/less,,2015,13+,6.5/10,71/100,+ Rent or Buy,,Want To SeeSeen
47,,The King's Speech,,2010,18+,8.0/10,81/100,+ Rent or Buy,,Want To SeeSeen
48,,World War Z,,2013,13+,7.0/10,77/100,Rent or Buy,,Want To SeeSeen
49,,Songbird,,2020,13+,4.7/10,60/100,+ Rent or Buy,,Want To SeeSeen
0,,Happiest Season,,2020,13+,6.6/10,81/100,,,Want To SeeSeen
1,,Fruitvale Station,,2013,18+,7.5/10,90/100,+ Rent or Buy,,Want To SeeSeen
2,,"Three Billboards Outside Ebbing, Missouri",,2017,18+,8.1/10,80/100,+ Rent or Buy,,Want To SeeSeen
3,,Life of Pi,,2012,7+,7.9/10,81/100,+ Rent or Buy,,Want To SeeSeen
4,,Birdman or (The Unexpected Virtue of Ignorance),,2014,18+,7.7/10,78/100,Rent or Buy,,Want To SeeSeen
5,,Safe House,,2012,18+,6.7/10,73/100,+ Rent or Buy,,Want To SeeSeen
6,,Get the Grift,,2021,N/A,5.5/10,54/100,,,Want To SeeSeen
7,,Sorry to Bother You,,2018,18+,6.9/10,71/100,+ Rent or Buy,,Want To SeeSeen
8,,The Mortuary Collection,,2019,N/A,6.4/10,67/100,+ Rent or Buy,,Want To SeeSeen
9,,Ex Machina,,2015,18+,7.7/10,80/100,+ Rent or Buy,,Want To SeeSeen
10,,Free Solo,,2018,13+,8.2/10,75/100,+ Rent or Buy,,Want To SeeSeen
11,,The Founder,,2017,13+,7.2/10,75/100,+ Rent or Buy,,Want To SeeSeen
12,,Sabotage,,2014,18+,5.7/10,66/100,+ Rent or Buy,,Want To SeeSeen
13,,The Girl with the Dragon Tattoo,,2011,18+,7.8/10,80/100,+ Rent or Buy,,Want To SeeSeen
14,,The Legion,,2020,18+,3.1/10,51/100,+ Rent or Buy,,Want To SeeSeen
15,,No Escape,,2015,18+,6.8/10,70/100,+ Rent or Buy,,Want To SeeSeen
16,,10 Cloverfield Lane,,2016,13+,7.2/10,77/100,+ Rent or Buy,,Want To SeeSeen
17,,The World's End,,2013,18+,7.0/10,75/100,+ Rent or Buy,,Want To SeeSeen
18,,A Week Away,,2021,18+,5.7/10,59/100,,,Want To SeeSeen
19,,Braven,,2018,18+,5.9/10,79/100,+ Rent or Buy,,Want To SeeSeen
20,,Fast & Furious 6,,2013,13+,7.0/10,76/100,+ Rent or Buy,,Want To SeeSeen
21,,#Alive,,2020,N/A,6.3/10,63/100,,,Want To SeeSeen
22,,Flora & Ulysses,,2021,7+,6.3/10,62/100,,,Want To SeeSeen
23,,Time,,2020,13+,6.8/10,73/100,,,Want To SeeSeen
24,,Spiral,,2019,18+,5.5/10,60/100,+ Rent or Buy,,Want To SeeSeen
25,,Butchers,,2021,N/A,5.1/10,56/100,+ Rent or Buy,,Want To SeeSeen
26,,Moneyball,,2011,13+,7.6/10,78/100,+ Rent or Buy,,Want To SeeSeen
27,,Bill & Ted Face the Music,,2020,7+,6.0/10,67/100,+ Rent or Buy,,Want To SeeSeen
28,,The Florida Project,,2017,18+,7.6/10,74/100,+ Rent or Buy,,Want To SeeSeen
29,,Furious 7,,2015,13+,7.1/10,75/100,+ Rent or Buy,,Want To SeeSeen
30,,A Secret Love,,2020,18+,7.9/10,84/100,,,Want To SeeSeen
31,,American Factory,,2019,13+,7.4/10,84/100,,,Want To SeeSeen
32,,The Dead Don't Die,,2019,18+,5.5/10,66/100,+ Rent or Buy,,Want To SeeSeen
33,,Talvar,,2015,7+,8.2/10,86/100,+ Rent or Buy,,Want To SeeSeen
34,,The Death of Stalin,,2017,18+,7.2/10,72/100,+ Rent or Buy,,Want To SeeSeen
35,,The Kid Detective,,2020,18+,7.0/10,67/100,+ Rent or Buy,,Want To SeeSeen
36,,Rio,,2011,all,6.9/10,75/100,+ Rent or Buy,,Want To SeeSeen
37,,Aquaslash,,2019,N/A,4.2/10,53/100,+ Rent or Buy,,Want To SeeSeen
38,,American Assassin,,2017,18+,6.2/10,70/100,+ Rent or Buy,,Want To SeeSeen
39,,Pitch Perfect,,2012,13+,7.1/10,77/100,+ Rent or Buy,,Want To SeeSeen
40,,Searching,,2018,13+,7.6/10,75/100,+ Rent or Buy,,Want To SeeSeen
41,,Harry Potter and the Deathly Hallows: Part 2,,2011,13+,8.1/10,82/100,+ Rent or Buy,,Want To SeeSeen
42,,Fantastic Beasts and Where to Find Them,,2016,13+,7.3/10,77/100,+ Rent or Buy,,Want To SeeSeen
43,,The Kissing Booth 2,,2020,N/A,5.8/10,65/100,,,Want To SeeSeen
44,,Zero Dark Thirty,,2012,18+,7.4/10,77/100,+ Rent or Buy,,Want To SeeSeen
45,,You Should Have Left,,2020,18+,5.4/10,62/100,+ Rent or Buy,,Want To SeeSeen
46,,Polar,,2019,18+,6.3/10,72/100,,,Want To SeeSeen
47,,Tomorrowland,,2015,7+,6.4/10,71/100,+ Rent or Buy,,Want To SeeSeen
48,,You Were Never Really Here,,2017,18+,6.8/10,71/100,+ Rent or Buy,,Want To SeeSeen
49,,mother!,,2017,18+,6.6/10,72/100,+ Rent or Buy,,Want To SeeSeen
0,,Allied,,2016,18+,7.1/10,73/100,+ Rent or Buy,,Want To SeeSeen
1,,The 12th Man,,2017,N/A,7.4/10,69/100,+ Rent or Buy,,Want To SeeSeen
2,,12 Hour Shift,,2020,N/A,5.4/10,59/100,+ Rent or Buy,,Want To SeeSeen
3,,The Girl with All the Gifts,,2016,18+,6.6/10,69/100,+ Rent or Buy,,Want To SeeSeen
4,,Love,,2015,18+,6.1/10,65/100,Rent or Buy,,Want To SeeSeen
5,,Looper,,2012,18+,7.4/10,78/100,+ Rent or Buy,,Want To SeeSeen
6,,The Lego Movie 2: The Second Part,,2019,7+,6.6/10,69/100,+ Rent or Buy,,Want To SeeSeen
7,,Fantastic Four,,2015,13+,4.2/10,64/100,+ Rent or Buy,,Want To SeeSeen
8,,Fifty Shades Darker,,2017,18+,4.6/10,64/100,Rent or Buy,,Want To SeeSeen
9,,WALL·E,,2008,all,8.4/10,85/100,+ Rent or Buy,,Want To SeeSeen
10,,Kick-Ass,,2010,18+,7.6/10,79/100,+ Rent or Buy,,Want To SeeSeen
11,,Room,,2015,18+,8.1/10,80/100,+ Rent or Buy,,Want To SeeSeen
12,,Dallas Buyers Club,,2013,18+,8.0/10,79/100,+ Rent or Buy,,Want To SeeSeen
13,,Godzilla,,2014,13+,6.4/10,73/100,Rent or Buy,,Want To SeeSeen
14,,Freaks,,2019,18+,6.7/10,70/100,+ Rent or Buy,,Want To SeeSeen
15,,Les Misérables,,2019,18+,7.6/10,70/100,,,Want To SeeSeen
16,,300: Rise of an Empire,,2014,18+,6.2/10,72/100,+ Rent or Buy,,Want To SeeSeen
17,,Get the Goat,,2021,13+,6.3/10,57/100,,,Want To SeeSeen
18,,The Raid,,2012,18+,7.6/10,77/100,+ Rent or Buy,,Want To SeeSeen
19,,Pet Sematary,,2019,18+,5.7/10,66/100,+ Rent or Buy,,Want To SeeSeen
20,,Source Code,,2011,13+,7.5/10,78/100,+ Rent or Buy,,Want To SeeSeen
21,,How to Train Your Dragon: Homecoming,,2019,7+,7.4/10,66/100,+ Rent or Buy,,Want To SeeSeen
22,,Southpaw,,2015,18+,7.4/10,75/100,+ Rent or Buy,,Want To SeeSeen
23,,Jason Bourne,,2016,13+,6.6/10,73/100,Rent or Buy,,Want To SeeSeen
24,,Hunt for the Wilderpeople,,2016,13+,7.9/10,77/100,+ Rent or Buy,,Want To SeeSeen
25,,Dark Skies,,2013,16+,6.3/10,73/100,+ Rent or Buy,,Want To SeeSeen
26,,Shoplifters,,2018,18+,7.9/10,73/100,+ Rent or Buy,,Want To SeeSeen
27,,Bad Hair,,2021,N/A,5.6/10,61/100,,,Want To SeeSeen
28,,Hugo,,2011,7+,7.5/10,77/100,+ Rent or Buy,,Want To SeeSeen
29,,Into the Inferno,,2016,N/A,7.2/10,79/100,,,Want To SeeSeen
30,,Fatman,,2020,18+,5.9/10,65/100,+ Rent or Buy,,Want To SeeSeen
31,,This Is the End,,2013,18+,6.6/10,74/100,+ Rent or Buy,,Want To SeeSeen
32,,The Whole Truth,,2016,18+,6.2/10,68/100,+ Rent or Buy,,Want To SeeSeen
33,,Limitless,,2011,13+,7.4/10,78/100,+ Rent or Buy,,Want To SeeSeen
34,,The Town,,2010,18+,7.5/10,77/100,+ Rent or Buy,,Want To SeeSeen
35,,The Amazing Spider-Man 2,,2014,13+,6.6/10,74/100,+ Rent or Buy,,Want To SeeSeen
36,,Insidious,,2010,13+,6.8/10,75/100,+ Rent or Buy,,Want To SeeSeen
37,,The Map of Tiny Perfect Things,,2021,13+,6.8/10,67/100,,,Want To SeeSeen
38,,Intersect,,2020,18+,3.8/10,53/100,+ Rent or Buy,,Want To SeeSeen
39,,Rise of the Mummy,,2021,18+,2.8/10,44/100,,,Want To SeeSeen
40,,Justice League: The Flashpoint Paradox,,2013,13+,8.1/10,90/100,+ Rent or Buy,,Want To SeeSeen
41,,Unstoppable,,2010,13+,6.8/10,73/100,+ Rent or Buy,,Want To SeeSeen
42,,Jupiter Ascending,,2015,13+,5.3/10,68/100,+ Rent or Buy,,Want To SeeSeen
43,,First Reformed,,2018,16+,7.1/10,69/100,+ Rent or Buy,,Want To SeeSeen
44,,Straight Outta Compton,,2015,18+,7.8/10,76/100,+ Rent or Buy,,Want To SeeSeen
45,,The Wailing,,2016,18+,7.4/10,73/100,hiya+ Rent or Buy,,Want To SeeSeen
46,,The Boss Baby,,2017,7+,6.3/10,70/100,Rent or Buy,,Want To SeeSeen
47,,Lawless,,2012,18+,7.3/10,75/100,+ Rent or Buy,,Want To SeeSeen
48,,Sully,,2016,13+,7.4/10,76/100,+ Rent or Buy,,Want To SeeSeen
49,,Get In,,2019,18+,5.6/10,76/100,+ Rent or Buy,,Want To SeeSeen
0,,Battle of the Sexes,,2017,13+,6.7/10,69/100,+ Rent or Buy,,Want To SeeSeen
1,,I Spit on Your Grave 2,,2013,18+,5.7/10,67/100,+ Rent or Buy,,Want To SeeSeen
2,,Before the Flood,,2016,7+,8.2/10,71/100,+ Rent or Buy,,Want To SeeSeen
3,,Small Town Crime,,2018,18+,6.6/10,66/100,+ Rent or Buy,,Want To SeeSeen
4,,Mortal,,2020,18+,5.9/10,63/100,+ Rent or Buy,,Want To SeeSeen
5,,Spenser Confidential,,2020,18+,6.2/10,71/100,,,Want To SeeSeen
6,,The House That Jack Built,,2018,18+,6.8/10,70/100,+ Rent or Buy,,Want To SeeSeen
7,,The Secret Life of Pets,,2016,7+,6.5/10,72/100,+ Rent or Buy,,Want To SeeSeen
8,,The Postcard Killings,,2020,18+,5.7/10,61/100,+ Rent or Buy,,Want To SeeSeen
9,,Downton Abbey,,2019,7+,7.4/10,70/100,+ Rent or Buy,,Want To SeeSeen
10,,Endangered Species,,2021,18+,5.1/10,48/100,Rent or Buy,,Want To SeeSeen
11,,Toy Story 3,,2010,all,8.2/10,82/100,+ Rent or Buy,,Want To SeeSeen
12,,Private Life,,2018,18+,7.2/10,69/100,,,Want To SeeSeen
13,,I Lost My Body,,2019,18+,7.6/10,85/100,,,Want To SeeSeen
14,,The Shack,,2017,13+,6.3/10,69/100,+ Rent or Buy,,Want To SeeSeen
15,,Triple Frontier,,2019,18+,6.4/10,72/100,,,Want To SeeSeen
16,,The One I Love,,2014,18+,7.1/10,71/100,Rent or Buy,,Want To SeeSeen
17,,Fantastic Beasts: The Crimes of Grindelwald,,2018,13+,6.5/10,72/100,Rent or Buy,,Want To SeeSeen
18,,Hotel Artemis,,2018,18+,6.1/10,69/100,+ Rent or Buy,,Want To SeeSeen
19,,Knock Knock,,2015,18+,4.9/10,65/100,+ Rent or Buy,,Want To SeeSeen
20,,Batman: Death in the Family,,2020,18+,5.5/10,57/100,+ Rent or Buy,,Want To SeeSeen
21,,Isn't It Romantic,,2019,13+,5.9/10,64/100,+ Rent or Buy,,Want To SeeSeen
22,,Minding the Gap,,2018,18+,8.1/10,87/100,,,Want To SeeSeen
23,,Hachi: A Dog's Tale,,2009,all,8.1/10,79/100,+ Rent or Buy,,Want To SeeSeen
24,,The Endless Trench,,2019,N/A,7.2/10,79/100,,,Want To SeeSeen
25,,Prospect,,2018,18+,6.3/10,66/100,+ Rent or Buy,,Want To SeeSeen
26,,Knowing,,2009,13+,6.2/10,72/100,+ Rent or Buy,,Want To SeeSeen
27,,Underworld: Blood Wars,,2016,18+,5.8/10,67/100,+ Rent or Buy,,Want To SeeSeen
28,,T2 Trainspotting,,2017,18+,7.2/10,72/100,+ Rent or Buy,,Want To SeeSeen
29,,Transformers: The Last Knight,,2017,13+,5.2/10,68/100,+ Rent or Buy,,Want To SeeSeen
30,,Get Hard,,2015,18+,6.0/10,69/100,+ Rent or Buy,,Want To SeeSeen
31,,The Virtuoso,,2021,18+,4.9/10,59/100,Rent or Buy,,Want To SeeSeen
32,,Four Good Days,,2021,18+,6.3/10,59/100,Rent or Buy,,Want To SeeSeen
33,,Sing,,2016,7+,7.1/10,74/100,Rent or Buy,,Want To SeeSeen
34,,The Grand Budapest Hotel,,2014,18+,8.1/10,83/100,Rent or Buy,,Want To SeeSeen
35,,Bridge of Spies,,2015,13+,7.6/10,76/100,Rent or Buy,,Want To SeeSeen
36,,The One and Only Ivan,,2020,7+,6.6/10,67/100,,,Want To SeeSeen
37,,BlacKkKlansman,,2018,18+,7.5/10,76/100,Rent or Buy,,Want To SeeSeen
38,,Pain and Glory,,2019,18+,7.5/10,70/100,+ Rent or Buy,,Want To SeeSeen
39,,Despicable Me,,2010,7+,7.6/10,79/100,+ Rent or Buy,,Want To SeeSeen
40,,The Professor and the Madman,,2019,N/A,7.3/10,70/100,+ Rent or Buy,,Want To SeeSeen
41,,Cinema Bandi,,2021,all,8.2/10,62/100,,,Want To SeeSeen
42,,First Cow,,2020,13+,7.1/10,67/100,+ Rent or Buy,,Want To SeeSeen
43,,Warm Bodies,,2013,13+,6.8/10,74/100,+ Rent or Buy,,Want To SeeSeen
44,,Greta,,2019,18+,6.0/10,63/100,Rent or Buy,,Want To SeeSeen
